ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
3056;20140515;1.723;1.423;0.747
3057;20140516;1.727;1.428;0.753
3058;20140517;1.726;1.427;0.751
3059;20140518;1.729;1.428;0.758
3060;20140519;1.729;1.43;0.747
3061;20140520;1.731;1.431;0.758
3062;20140521;1.73;1.429;0.751
3063;20140522;1.73;1.428;0.75
3064;20140523;1.735;1.43;0.746
3065;20140524;1.735;1.428;0.748
3066;20140525;1.736;1.429;0.754
3067;20140526;1.738;1.43;0.752
3068;20140527;1.739;1.43;0.754
3069;20140528;1.738;1.429;0.75
3070;20140529;1.738;1.427;0.751
3071;20140530;1.74;1.43;0.747
3072;20140531;1.738;1.428;0.757
3073;20140601;1.74;1.429;0.749
3074;20140602;1.741;1.43;0.745
3075;20140603;1.741;1.431;0.752
3076;20140604;1.74;1.427;0.748
3077;20140605;1.738;1.424;0.75
3078;20140606;1.737;1.422;0.747
3079;20140607;1.735;1.419;0.749
3080;20140608;1.738;1.42;0.757
3081;20140609;1.737;1.421;0.748
3082;20140610;1.738;1.421;0.754
3083;20140611;1.739;1.421;0.748
3084;20140612;1.742;1.42;0.752
3085;20140613;1.747;1.423;0.745
3086;20140614;1.753;1.427;0.741
3087;20140615;1.755;1.428;0.75
3088;20140616;1.756;1.43;0.754
3089;20140617;1.758;1.43;0.755
3090;20140618;1.762;1.429;0.758
3091;20140619;1.765;1.434;0.757
3092;20140620;1.771;1.442;0.758
3093;20140621;1.773;1.445;0.756
3094;20140622;1.774;1.447;0.757
3095;20140623;1.775;1.448;0.758
3096;20140624;1.776;1.448;0.754
3097;20140625;1.776;1.448;0.761
3098;20140626;1.776;1.447;0.761
3099;20140627;1.777;1.449;0.765
3100;20140628;1.775;1.447;0.76
3101;20140629;1.775;1.448;0.761
3102;20140630;1.777;1.449;0.763
3103;20140701;1.776;1.449;0.763
3104;20140702;1.771;1.444;0.761
3105;20140703;1.769;1.439;0.762
3106;20140704;1.768;1.439;0.759
3107;20140705;1.765;1.432;0.764
3108;20140706;1.768;1.433;0.761
3109;20140707;1.767;1.435;0.759
3110;20140708;1.768;1.433;0.757
3111;20140709;1.767;1.427;0.762
3112;20140710;1.764;1.424;0.76
3113;20140711;1.763;1.424;0.755
3114;20140712;1.76;1.42;0.756
3115;20140713;1.761;1.421;0.752
3116;20140714;1.762;1.422;0.752
3117;20140715;1.756;1.42;0.753
3118;20140716;1.752;1.42;0.756
3119;20140717;1.748;1.419;0.757
3120;20140718;1.744;1.42;0.762
3121;20140719;1.737;1.414;0.758
3122;20140720;1.739;1.415;0.762
3123;20140721;1.739;1.416;0.759
3124;20140722;1.736;1.416;0.762
3125;20140723;1.733;1.418;0.766
3126;20140724;1.731;1.418;0.766
3127;20140725;1.732;1.419;0.769
3128;20140726;1.729;1.417;0.765
3129;20140727;1.73;1.418;0.778
3130;20140728;1.731;1.42;0.769
3131;20140729;1.73;1.419;0.772
3132;20140730;1.731;1.422;0.772
3133;20140731;1.728;1.425;0.768
3134;20140801;1.729;1.427;0.772
3135;20140802;1.726;1.425;0.767
3136;20140803;1.726;1.426;0.774
3137;20140804;1.727;1.427;0.763
3138;20140805;1.723;1.425;0.769
3139;20140806;1.716;1.421;0.762
3140;20140807;1.711;1.418;0.767
3141;20140808;1.712;1.42;0.767
3142;20140809;1.71;1.419;0.763
3143;20140810;1.711;1.421;0.761
3144;20140811;1.712;1.421;0.758
3145;20140812;1.711;1.421;0.763
3146;20140813;1.713;1.419;0.76
3147;20140814;1.712;1.417;0.763
3148;20140815;1.714;1.419;0.762
3149;20140816;1.709;1.418;0.767
3150;20140817;1.709;1.418;0.761
3151;20140818;1.711;1.419;0.765
3152;20140819;1.705;1.415;0.758
3153;20140820;1.702;1.412;0.764
3154;20140821;1.701;1.408;0.759
3155;20140822;1.705;1.41;0.758
3156;20140823;1.712;1.409;0.76
3157;20140824;1.713;1.409;0.757
3158;20140825;1.715;1.411;0.753
3159;20140826;1.717;1.411;0.76
3160;20140827;1.718;1.414;0.764
3161;20140828;1.717;1.413;0.763
3162;20140829;1.721;1.421;0.757
3163;20140830;1.718;1.421;0.759
3164;20140831;1.72;1.421;0.76
3165;20140901;1.721;1.424;0.754
3166;20140902;1.723;1.425;0.76
3167;20140903;1.724;1.426;0.757
3168;20140904;1.722;1.422;0.759
3169;20140905;1.73;1.424;0.76
3170;20140906;1.732;1.427;0.766
3171;20140907;1.734;1.426;0.773
3172;20140908;1.735;1.428;0.766
3173;20140909;1.734;1.427;0.762
3174;20140910;1.734;1.427;0.767
3175;20140911;1.733;1.422;0.758
3176;20140912;1.734;1.419;0.764
3177;20140913;1.733;1.415;0.764
3178;20140914;1.733;1.415;0.76
3179;20140915;1.735;1.416;0.758
3180;20140916;1.735;1.413;0.764
3181;20140917;1.735;1.409;0.765
3182;20140918;1.732;1.408;0.763
3183;20140919;1.731;1.409;0.763
3184;20140920;1.725;1.408;0.758
3185;20140921;1.727;1.407;0.762
3186;20140922;1.727;1.41;0.765
3187;20140923;1.726;1.409;0.755
3188;20140924;1.722;1.407;0.762
3189;20140925;1.717;1.404;0.761
3190;20140926;1.718;1.405;0.759
3191;20140927;1.717;1.406;0.76
3192;20140928;1.718;1.406;0.765
3193;20140929;1.719;1.408;0.764
3194;20140930;1.719;1.408;0.756
3195;20141001;1.722;1.412;0.758
3196;20141002;1.722;1.414;0.763
3197;20141003;1.725;1.411;0.761
3198;20141004;1.722;1.406;0.765
3199;20141005;1.723;1.406;0.771
3200;20141006;1.724;1.409;0.758
3201;20141007;1.722;1.405;0.759
3202;20141008;1.72;1.4;0.761
3203;20141009;1.718;1.393;0.761
3204;20141010;1.712;1.387;0.759
3205;20141011;1.703;1.378;0.756
3206;20141012;1.703;1.378;0.761
3207;20141013;1.704;1.378;0.759
3208;20141014;1.698;1.374;0.76
3209;20141015;1.689;1.37;0.759
3210;20141016;1.678;1.361;0.758
3211;20141017;1.669;1.355;0.753
3212;20141018;1.66;1.351;0.755
3213;20141019;1.661;1.35;0.748
3214;20141020;1.661;1.352;0.751
3215;20141021;1.654;1.35;0.741
3216;20141022;1.65;1.349;0.735
3217;20141023;1.647;1.351;0.735
3218;20141024;1.646;1.356;0.736
3219;20141025;1.64;1.355;0.74
3220;20141026;1.641;1.355;0.73
3221;20141027;1.643;1.357;0.732
3222;20141028;1.64;1.357;0.728
3223;20141029;1.637;1.357;0.731
3224;20141030;1.636;1.355;0.73
3225;20141031;1.636;1.358;0.727
3226;20141101;1.634;1.357;0.733
3227;20141102;1.637;1.358;0.725
3228;20141103;1.637;1.361;0.726
3229;20141104;1.637;1.365;0.726
3230;20141105;1.636;1.366;0.72
3231;20141106;1.635;1.364;0.724
3232;20141107;1.636;1.366;0.723
3233;20141108;1.634;1.364;0.72
3234;20141109;1.634;1.364;0.713
3235;20141110;1.636;1.367;0.717
3236;20141111;1.639;1.372;0.709
3237;20141112;1.639;1.373;0.706
3238;20141113;1.641;1.371;0.713
3239;20141114;1.642;1.374;0.704
3240;20141115;1.633;1.365;0.705
3241;20141116;1.635;1.365;0.699
3242;20141117;1.636;1.368;0.698
3243;20141118;1.634;1.362;0.706
3244;20141119;1.633;1.36;0.705
3245;20141120;1.632;1.356;0.702
3246;20141121;1.635;1.357;0.694
3247;20141122;1.628;1.352;0.699
3248;20141123;1.629;1.352;0.698
3249;20141124;1.631;1.354;0.706
3250;20141125;1.629;1.347;0.705
3251;20141126;1.627;1.344;0.703
3252;20141127;1.624;1.342;0.698
3253;20141128;1.624;1.342;0.696
3254;20141129;1.613;1.33;0.706
3255;20141130;1.614;1.33;0.699
3256;20141201;1.616;1.332;0.697
3257;20141202;1.611;1.323;0.705
3258;20141203;1.603;1.319;0.702
3259;20141204;1.597;1.313;0.704
3260;20141205;1.595;1.313;0.697
3261;20141206;1.587;1.304;0.702
3262;20141207;1.588;1.304;0.696
3263;20141208;1.59;1.305;0.695
3264;20141209;1.585;1.299;0.69
3265;20141210;1.577;1.291;0.689
3266;20141211;1.569;1.283;0.688
3267;20141212;1.565;1.28;0.682
3268;20141213;1.556;1.27;0.675
3269;20141214;1.556;1.27;0.669
3270;20141215;1.557;1.271;0.68
3271;20141216;1.548;1.261;0.667
3272;20141217;1.537;1.252;0.665
3273;20141218;1.526;1.24;0.666
3274;20141219;1.523;1.236;0.658
3275;20141220;1.517;1.228;0.654
3276;20141221;1.518;1.228;0.657
3277;20141222;1.519;1.229;0.655
3278;20141223;1.516;1.227;0.654
3279;20141224;1.514;1.225;0.664
3280;20141225;1.506;1.221;0.663
3281;20141226;1.508;1.223;0.65
3282;20141227;1.505;1.222;0.656
3283;20141228;1.507;1.222;0.649
3284;20141229;1.508;1.223;0.653
3285;20141230;1.506;1.217;0.645
3286;20141231;1.503;1.212;0.658
3287;20150101;1.501;1.207;0.644
3288;20150102;1.503;1.208;0.651
3289;20150103;1.498;1.206;0.644
3290;20150104;1.5;1.206;0.648
3291;20150105;1.501;1.208;0.648
3292;20150106;1.496;1.207;0.641
3293;20150107;1.49;1.206;0.642
3294;20150108;1.482;1.203;0.633
3295;20150109;1.482;1.205;0.629
3296;20150110;1.476;1.198;0.626
3297;20150111;1.476;1.2;0.624
3298;20150112;1.479;1.201;0.622
3299;20150113;1.473;1.197;0.611
3300;20150114;1.469;1.191;0.608
3301;20150115;1.462;1.186;0.612
3302;20150116;1.464;1.187;0.614
3303;20150117;1.461;1.184;0.611
3304;20150118;1.462;1.185;0.601
3305;20150119;1.463;1.187;0.602
3306;20150120;1.462;1.187;0.602
3307;20150121;1.461;1.186;0.608
3308;20150122;1.46;1.185;0.604
3309;20150123;1.462;1.186;0.604
3310;20150124;1.459;1.184;0.614
3311;20150125;1.46;1.184;0.615
3312;20150126;1.462;1.187;0.607
3313;20150127;1.462;1.188;0.608
3314;20150128;1.46;1.189;0.606
3315;20150129;1.458;1.188;0.617
3316;20150130;1.461;1.19;0.611
3317;20150131;1.46;1.19;0.614
3318;20150201;1.461;1.192;0.61
3319;20150202;1.463;1.194;0.613
3320;20150203;1.471;1.201;0.618
3321;20150204;1.48;1.21;0.621
3322;20150205;1.489;1.219;0.632
3323;20150206;1.492;1.222;0.629
3324;20150207;1.494;1.225;0.637
3325;20150208;1.496;1.225;0.636
3326;20150209;1.497;1.229;0.637
3327;20150210;1.506;1.237;0.635
3328;20150211;1.516;1.249;0.642
3329;20150212;1.521;1.255;0.641
3330;20150213;1.527;1.26;0.627
3331;20150214;1.532;1.267;0.632
3332;20150215;1.535;1.268;0.63
3333;20150216;1.538;1.271;0.633
3334;20150217;1.539;1.276;0.633
3335;20150218;1.539;1.279;0.636
3336;20150219;1.539;1.28;0.638
3337;20150220;1.54;1.282;0.635
3338;20150221;1.542;1.28;0.636
3339;20150222;1.544;1.28;0.63
3340;20150223;1.545;1.282;0.633
3341;20150224;1.548;1.283;0.64
3342;20150225;1.549;1.283;0.641
3343;20150226;1.548;1.282;0.644
3344;20150227;1.556;1.289;0.657
3345;20150228;1.557;1.291;0.652
3346;20150301;1.559;1.291;0.652
3347;20150302;1.56;1.293;0.658
3348;20150303;1.567;1.293;0.667
3349;20150304;1.569;1.293;0.668
3350;20150305;1.568;1.291;0.679
3351;20150306;1.577;1.293;0.683
3352;20150307;1.578;1.292;0.674
3353;20150308;1.581;1.292;0.674
3354;20150309;1.582;1.294;0.682
3355;20150310;1.588;1.294;0.685
3356;20150311;1.588;1.294;0.688
3357;20150312;1.586;1.292;0.684
3358;20150313;1.59;1.293;0.688
3359;20150314;1.591;1.292;0.683
3360;20150315;1.592;1.291;0.685
3361;20150316;1.594;1.293;0.68
3362;20150317;1.596;1.292;0.686
3363;20150318;1.595;1.287;0.686
3364;20150319;1.592;1.283;0.686
3365;20150320;1.589;1.284;0.684
3366;20150321;1.585;1.278;0.683
3367;20150322;1.588;1.278;0.686
3368;20150323;1.59;1.28;0.684
3369;20150324;1.589;1.279;0.685
3370;20150325;1.589;1.28;0.684
3371;20150326;1.588;1.277;0.682
3372;20150327;1.597;1.278;0.675
3373;20150328;1.599;1.276;0.678
3374;20150329;1.6;1.277;0.679
3375;20150330;1.603;1.278;0.68
3376;20150331;1.601;1.277;0.68
3377;20150401;1.599;1.275;0.679
3378;20150402;1.597;1.273;0.678
3379;20150403;1.599;1.27;0.679
3380;20150404;1.597;1.268;0.675
3381;20150405;1.597;1.268;0.676
3382;20150406;1.599;1.269;0.673
3383;20150407;1.599;1.27;0.672
3384;20150408;1.598;1.269;0.68
3385;20150409;1.597;1.268;0.67
3386;20150410;1.595;1.268;0.666
3387;20150411;1.592;1.261;0.67
3388;20150412;1.593;1.262;0.658
3389;20150413;1.595;1.263;0.667
3390;20150414;1.596;1.264;0.665
3391;20150415;1.6;1.269;0.667
3392;20150416;1.606;1.272;0.668
3393;20150417;1.616;1.282;0.662
3394;20150418;1.62;1.288;0.665
3395;20150419;1.621;1.289;0.663
3396;20150420;1.623;1.291;0.66
3397;20150421;1.627;1.294;0.662
3398;20150422;1.631;1.299;0.666
3399;20150423;1.632;1.3;0.663
3400;20150424;1.637;1.304;0.663
3401;20150425;1.642;1.31;0.67
3402;20150426;1.643;1.31;0.668
3403;20150427;1.643;1.309;0.666
3404;20150428;1.647;1.312;0.659
3405;20150429;1.647;1.312;0.665
3406;20150430;1.646;1.312;0.662
3407;20150501;1.645;1.31;0.663
3408;20150502;1.641;1.306;0.657
3409;20150503;1.643;1.306;0.658
3410;20150504;1.644;1.307;0.665
3411;20150505;1.643;1.306;0.661
3412;20150506;1.643;1.307;0.659
3413;20150507;1.646;1.312;0.662
3414;20150508;1.647;1.313;0.664
3415;20150509;1.645;1.312;0.658
3416;20150510;1.646;1.312;0.658
3417;20150511;1.648;1.313;0.66
3418;20150512;1.644;1.31;0.655
3419;20150513;1.642;1.309;0.65
3420;20150514;1.639;1.309;0.643
3421;20150515;1.641;1.311;0.654
3422;20150516;1.639;1.31;0.648
3423;20150517;1.641;1.31;0.65
3424;20150518;1.641;1.312;0.652
3425;20150519;1.64;1.313;0.654
3426;20150520;1.639;1.313;0.647
3427;20150521;1.634;1.308;0.642
3428;20150522;1.635;1.309;0.642
3429;20150523;1.635;1.308;0.638
3430;20150524;1.636;1.309;0.634
3431;20150525;1.636;1.309;0.633
3432;20150526;1.637;1.31;0.643
3433;20150527;1.64;1.313;0.639
3434;20150528;1.639;1.312;0.638
3435;20150529;1.64;1.31;0.647
3436;20150530;1.637;1.306;0.637
3437;20150531;1.639;1.306;0.627
3438;20150601;1.638;1.304;0.637
3439;20150602;1.644;1.309;0.629
3440;20150603;1.648;1.31;0.639
3441;20150604;1.647;1.31;0.632
3442;20150605;1.647;1.309;0.632
3443;20150606;1.644;1.303;0.626
3444;20150607;1.645;1.302;0.634
3445;20150608;1.645;1.304;0.631
3446;20150609;1.645;1.302;0.622
3447;20150610;1.644;1.301;0.619
3448;20150611;1.652;1.302;0.618
3449;20150612;1.65;1.302;0.621
3450;20150613;1.655;1.301;0.611
3451;20150614;1.662;1.302;0.614
3452;20150615;1.664;1.304;0.618
3453;20150616;1.667;1.305;0.61
3454;20150617;1.667;1.305;0.615
3455;20150618;1.665;1.304;0.609
3456;20150619;1.667;1.305;0.607
3457;20150620;1.664;1.299;0.606
3458;20150621;1.667;1.299;0.601
3459;20150622;1.668;1.301;0.607
3460;20150623;1.665;1.297;0.611
3461;20150624;1.66;1.296;0.603
3462;20150625;1.656;1.295;0.608
3463;20150626;1.656;1.295;0.606
3464;20150627;1.653;1.293;0.597
3465;20150628;1.655;1.293;0.595
3466;20150629;1.655;1.295;0.608
3467;20150630;1.653;1.295;0.603
3468;20150701;1.654;1.295;0.607
3469;20150702;1.652;1.293;0.608
3470;20150703;1.657;1.294;0.599
3471;20150704;1.659;1.294;0.603
3472;20150705;1.66;1.293;0.599
3473;20150706;1.664;1.295;0.604
3474;20150707;1.669;1.294;0.607
3475;20150708;1.673;1.289;0.605
3476;20150709;1.672;1.285;0.6
3477;20150710;1.679;1.284;0.609
3478;20150711;1.68;1.28;0.607
3479;20150712;1.682;1.28;0.592
3480;20150713;1.684;1.281;0.609
3481;20150714;1.685;1.28;0.61
3482;20150715;1.678;1.275;0.602
3483;20150716;1.669;1.267;0.603
3484;20150717;1.665;1.262;0.605
3485;20150718;1.661;1.254;0.599
3486;20150719;1.662;1.254;0.6
3487;20150720;1.662;1.255;0.599
3488;20150721;1.66;1.251;0.608
3489;20150722;1.657;1.245;0.604
3490;20150723;1.65;1.242;0.608
3491;20150724;1.65;1.242;0.605
3492;20150725;1.645;1.239;0.603
3493;20150726;1.647;1.24;0.601
3494;20150727;1.646;1.239;0.605
3495;20150728;1.642;1.233;0.608
3496;20150729;1.635;1.225;0.604
3497;20150730;1.627;1.22;0.602
3498;20150731;1.628;1.22;0.602
3499;20150801;1.628;1.218;0.597
3500;20150802;1.629;1.219;0.603
3501;20150803;1.631;1.22;0.601
3502;20150804;1.632;1.218;0.601
3503;20150805;1.627;1.215;0.607
3504;20150806;1.624;1.21;0.598
3505;20150807;1.623;1.209;0.599
3506;20150808;1.617;1.203;0.592
3507;20150809;1.618;1.203;0.586
3508;20150810;1.617;1.204;0.596
3509;20150811;1.61;1.201;0.6
3510;20150812;1.604;1.197;0.598
3511;20150813;1.597;1.194;0.585
3512;20150814;1.596;1.194;0.587
3513;20150815;1.591;1.193;0.588
3514;20150816;1.591;1.193;0.578
3515;20150817;1.593;1.194;0.589
3516;20150818;1.589;1.194;0.585
3517;20150819;1.58;1.194;0.579
3518;20150820;1.572;1.192;0.578
3519;20150821;1.568;1.19;0.572
3520;20150822;1.558;1.181;0.57
3521;20150823;1.558;1.181;0.561
3522;20150824;1.558;1.181;0.571
3523;20150825;1.548;1.172;0.567
3524;20150826;1.538;1.163;0.57
3525;20150827;1.529;1.157;0.562
3526;20150828;1.525;1.156;0.556
3527;20150829;1.52;1.155;0.56
3528;20150830;1.52;1.155;0.551
3529;20150831;1.521;1.157;0.558
3530;20150901;1.521;1.165;0.557
3531;20150902;1.521;1.174;0.56
3532;20150903;1.519;1.175;0.566
3533;20150904;1.52;1.181;0.568
3534;20150905;1.517;1.186;0.561
3535;20150906;1.519;1.188;0.557
3536;20150907;1.52;1.19;0.567
3537;20150908;1.52;1.196;0.574
3538;20150909;1.518;1.197;0.57
3539;20150910;1.518;1.199;0.57
3540;20150911;1.52;1.2;0.572
3541;20150912;1.517;1.199;0.574
3542;20150913;1.518;1.199;0.567
3543;20150914;1.519;1.201;0.568
3544;20150915;1.516;1.2;0.575
3545;20150916;1.511;1.198;0.571
3546;20150917;1.507;1.198;0.573
3547;20150918;1.509;1.199;0.577
3548;20150919;1.505;1.193;0.572
3549;20150920;1.507;1.194;0.571
3550;20150921;1.508;1.196;0.567
3551;20150922;1.508;1.194;0.575
3552;20150923;1.507;1.193;0.573
3553;20150924;1.506;1.193;0.572
3554;20150925;1.503;1.189;0.572
3555;20150926;1.495;1.185;0.575
3556;20150927;1.497;1.184;0.562
3557;20150928;1.497;1.186;0.571
3558;20150929;1.492;1.185;0.579
3559;20150930;1.487;1.182;0.578
3560;20151001;1.484;1.181;0.577
3561;20151002;1.484;1.184;0.579
3562;20151003;1.481;1.181;0.573
3563;20151004;1.483;1.181;0.565
3564;20151005;1.483;1.185;0.582
3565;20151006;1.483;1.184;0.576
3566;20151007;1.484;1.187;0.58
3567;20151008;1.488;1.19;0.58
3568;20151009;1.492;1.193;0.578
3569;20151010;1.493;1.196;0.583
3570;20151011;1.495;1.197;0.583
3571;20151012;1.496;1.2;0.589
3572;20151013;1.497;1.201;0.588
3573;20151014;1.496;1.199;0.586
3574;20151015;1.491;1.195;0.599
3575;20151016;1.489;1.193;0.598
3576;20151017;1.483;1.187;0.591
3577;20151018;1.486;1.188;0.586
3578;20151019;1.486;1.19;0.593
3579;20151020;1.482;1.186;0.595
3580;20151021;1.477;1.179;0.594
3581;20151022;1.468;1.172;0.596
3582;20151023;1.468;1.172;0.592
3583;20151024;1.466;1.17;0.591
3584;20151025;1.468;1.17;0.589
3585;20151026;1.469;1.172;0.592
3586;20151027;1.468;1.172;0.592
3587;20151028;1.467;1.17;0.6
3588;20151029;1.466;1.169;0.594
3589;20151030;1.476;1.175;0.6
3590;20151031;1.476;1.173;0.596
3591;20151101;1.477;1.173;0.588
3592;20151102;1.48;1.175;0.596
3593;20151103;1.486;1.18;0.608
3594;20151104;1.494;1.187;0.6
3595;20151105;1.503;1.196;0.612
3596;20151106;1.507;1.199;0.603
3597;20151107;1.51;1.198;0.61
3598;20151108;1.512;1.198;0.607
3599;20151109;1.515;1.202;0.61
3600;20151110;1.521;1.206;0.615
3601;20151111;1.525;1.207;0.617
3602;20151112;1.526;1.208;0.612
3603;20151113;1.532;1.208;0.618
3604;20151114;1.53;1.203;0.618
3605;20151115;1.532;1.204;0.615
3606;20151116;1.533;1.206;0.614
3607;20151117;1.528;1.199;0.612
3608;20151118;1.52;1.195;0.621
3609;20151119;1.512;1.191;0.62
3610;20151120;1.509;1.191;0.623
3611;20151121;1.503;1.186;0.616
3612;20151122;1.505;1.186;0.607
3613;20151123;1.505;1.188;0.615
3614;20151124;1.497;1.184;0.623
3615;20151125;1.492;1.181;0.616
3616;20151126;1.491;1.181;0.61
3617;20151127;1.494;1.182;0.62
3618;20151128;1.49;1.18;0.613
3619;20151129;1.49;1.18;0.603
3620;20151130;1.493;1.182;0.612
3621;20151201;1.493;1.177;0.613
3622;20151202;1.49;1.172;0.618
3623;20151203;1.486;1.168;0.613
3624;20151204;1.484;1.162;0.613
3625;20151205;1.48;1.157;0.608
3626;20151206;1.483;1.157;0.608
3627;20151207;1.484;1.159;0.615
3628;20151208;1.482;1.158;0.611
3629;20151209;1.476;1.151;0.613
3630;20151210;1.469;1.143;0.614
3631;20151211;1.465;1.139;0.61
3632;20151212;1.46;1.129;0.609
3633;20151213;1.462;1.129;0.606
3634;20151214;1.463;1.131;0.609
3635;20151215;1.459;1.122;0.619
3636;20151216;1.452;1.113;0.611
3637;20151217;1.447;1.107;0.608
3638;20151218;1.447;1.101;0.6
3639;20151219;1.444;1.094;0.606
3640;20151220;1.447;1.094;0.598
3641;20151221;1.447;1.096;0.606
3642;20151222;1.446;1.087;0.595
3643;20151223;1.444;1.081;0.598
3644;20151224;1.441;1.078;0.603
3645;20151225;1.439;1.071;0.606
3646;20151226;1.437;1.07;0.601
3647;20151227;1.439;1.07;0.592
3648;20151228;1.44;1.071;0.599
3649;20151229;1.437;1.068;0.603
3650;20151230;1.436;1.064;0.602
3651;20151231;1.435;1.067;0.602
3652;20160101;1.438;1.067;0.601
3653;20160102;1.436;1.067;0.584
3654;20160103;1.438;1.067;0.591
3655;20160104;1.44;1.07;0.591
3656;20160105;1.444;1.073;0.588
3657;20160106;1.449;1.072;0.593
3658;20160107;1.448;1.072;0.59
3659;20160108;1.447;1.071;0.592
3660;20160109;1.444;1.067;0.593
3661;20160110;1.445;1.067;0.585
3662;20160111;1.446;1.07;0.59
3663;20160112;1.44;1.064;0.597
3664;20160113;1.436;1.059;0.595
3665;20160114;1.433;1.056;0.588
3666;20160115;1.434;1.056;0.592
3667;20160116;1.427;1.046;0.583
3668;20160117;1.427;1.046;0.582
3669;20160118;1.428;1.048;0.596
3670;20160119;1.422;1.041;0.594
3671;20160120;1.419;1.036;0.586
3672;20160121;1.414;1.029;0.579
3673;20160122;1.414;1.024;0.579
3674;20160123;1.414;1.022;0.576
3675;20160124;1.415;1.023;0.577
3676;20160125;1.417;1.026;0.572
3677;20160126;1.42;1.025;0.576
3678;20160127;1.419;1.023;0.582
3679;20160128;1.418;1.023;0.573
3680;20160129;1.421;1.03;0.575
3681;20160130;1.422;1.031;0.572
3682;20160131;1.423;1.031;0.574
3683;20160201;1.425;1.034;0.57
3684;20160202;1.429;1.037;0.569
3685;20160203;1.428;1.037;0.577
3686;20160204;1.424;1.036;0.569
3687;20160205;1.425;1.044;0.574
3688;20160206;1.418;1.043;0.564
3689;20160207;1.42;1.043;0.556
3690;20160208;1.42;1.046;0.56
3691;20160209;1.416;1.046;0.569
3692;20160210;1.409;1.044;0.564
3693;20160211;1.398;1.041;0.565
3694;20160212;1.393;1.038;0.566
3695;20160213;1.388;1.033;0.563
3696;20160214;1.388;1.034;0.561
3697;20160215;1.389;1.036;0.558
3698;20160216;1.388;1.036;0.563
3699;20160217;1.388;1.034;0.559
3700;20160218;1.38;1.034;0.564
3701;20160219;1.38;1.043;0.561
3702;20160220;1.377;1.042;0.56
3703;20160221;1.379;1.042;0.547
3704;20160222;1.38;1.045;0.564
3705;20160223;1.374;1.045;0.557
3706;20160224;1.371;1.044;0.558
3707;20160225;1.368;1.042;0.56
3708;20160226;1.369;1.045;0.562
3709;20160227;1.375;1.05;0.563
3710;20160228;1.377;1.05;0.555
3711;20160229;1.379;1.053;0.554
3712;20160301;1.385;1.055;0.557
3713;20160302;1.384;1.06;0.555
3714;20160303;1.382;1.062;0.557
3715;20160304;1.385;1.064;0.552
3716;20160305;1.383;1.063;0.558
3717;20160306;1.385;1.062;0.56
3718;20160307;1.385;1.065;0.558
3719;20160308;1.391;1.072;0.558
3720;20160309;1.4;1.08;0.565
3721;20160310;1.404;1.089;0.56
3722;20160311;1.413;1.093;0.56
3723;20160312;1.413;1.097;0.556
3724;20160313;1.415;1.097;0.563
3725;20160314;1.416;1.1;0.558
3726;20160315;1.415;1.101;0.561
3727;20160316;1.414;1.099;0.561
3728;20160317;1.412;1.099;0.568
3729;20160318;1.411;1.103;0.569
3730;20160319;1.407;1.101;0.565
3731;20160320;1.409;1.102;0.559
3732;20160321;1.41;1.104;0.566
3733;20160322;1.41;1.104;0.569
3734;20160323;1.41;1.103;0.567
3735;20160324;1.414;1.103;0.569
3736;20160325;1.424;1.103;0.573
3737;20160326;1.423;1.101;0.564
3738;20160327;1.427;1.101;0.563
3739;20160328;1.426;1.102;0.559
3740;20160329;1.426;1.104;0.565
3741;20160330;1.435;1.1;0.572
3742;20160331;1.444;1.097;0.561
3743;20160401;1.449;1.098;0.571
3744;20160402;1.451;1.091;0.563
3745;20160403;1.453;1.091;0.573
3746;20160404;1.455;1.092;0.568
3747;20160405;1.453;1.088;0.575
3748;20160406;1.452;1.08;0.567
3749;20160407;1.447;1.073;0.573
3750;20160408;1.447;1.07;0.564
3751;20160409;1.449;1.069;0.562
3752;20160410;1.452;1.07;0.555
3753;20160411;1.454;1.072;0.565
3754;20160412;1.461;1.076;0.57
3755;20160413;1.465;1.083;0.568
3756;20160414;1.471;1.091;0.566
3757;20160415;1.48;1.095;0.57
3758;20160416;1.479;1.092;0.566
3759;20160417;1.482;1.092;0.569
3760;20160418;1.483;1.095;0.567
3761;20160419;1.479;1.095;0.567
3762;20160420;1.475;1.094;0.574
3763;20160421;1.474;1.095;0.565
3764;20160422;1.477;1.103;0.566
3765;20160423;1.475;1.105;0.563
3766;20160424;1.476;1.106;0.564
3767;20160425;1.478;1.108;0.566
3768;20160426;1.479;1.11;0.567
3769;20160427;1.477;1.108;0.571
3770;20160428;1.477;1.11;0.566
3771;20160429;1.485;1.119;0.57
3772;20160430;1.489;1.122;0.564
3773;20160501;1.491;1.123;0.559
3774;20160502;1.493;1.125;0.568
3775;20160503;1.494;1.126;0.563
3776;20160504;1.493;1.121;0.565
3777;20160505;1.486;1.118;0.562
3778;20160506;1.488;1.12;0.567
3779;20160507;1.484;1.114;0.576
3780;20160508;1.487;1.114;0.559
3781;20160509;1.487;1.117;0.561
3782;20160510;1.485;1.111;0.569
3783;20160511;1.479;1.108;0.56
3784;20160512;1.475;1.112;0.565
3785;20160513;1.478;1.122;0.563
3786;20160514;1.483;1.124;0.567
3787;20160515;1.486;1.126;0.555
3788;20160516;1.486;1.126;0.554
3789;20160517;1.487;1.128;0.561
3790;20160518;1.492;1.134;0.561
